UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape
null,kahuta, rawalpindi,,"['Kahuta, Rawalpindi, Punjab, Pakistan', 0.0, 33.5896138, 73.3885526]",None,kahuta tehsil,rawalpindi
null,kallar kahar, chakwal,,"['Kallar Kahar, Chakwal, Punjab, Pakistan', 0.0, 32.7768702, 72.7067604]",miani,chakwal,chakwal
null,kallar sayaddan, rawalpindi,,"['Tehsil Kallar Syedan, Rawalpindi, Punjab, Pakistan', 0.0, 33.4126922, 73.48872879999999]",None,kahuta tehsil,rawalpindi
null,kalur kot, bhakkar,,"['Kallur Kot Tehsil, Bhakkar, Punjab, Pakistan', 0.0, 32.0887231, 71.4299364]",fazil,kalur kot,bhakkar
null,kamalia, toba tek singh,,"['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7221821, 72.64468289999999]",kamalia town,kamalia,toba tek singh
null,kotli sattian, rawalpindi,,"['Kotli Sattian, Rawalpindi, Punjab, Pakistan', 0.0, 33.8081622, 73.5255463]",None,kotli sattian tehsil,rawalpindi
null,kamoke, gujranwala,,"['Kāmoke, Gujranwala, Punjab, Pakistan', 0.0, 31.9765147, 74.2220167]",nand pur,gujranwala saddar,gujranwala
null,nankana sahib, nankana sahib,,"['Nankana Sahib, Punjab, Pakistan', 0.0, 31.449151, 73.712479]",walgon machr,nankana sahib,sheikhupura
null,karor lal esan, leiah,,"['Layyah, Punjab, Pakistan', 0.0, 30.9693492, 70.94279139999999]",kotla haji shah,layyah,layyah
null,nowshera virkan, gujranwala,,"['Nowshera Virkan, Gujranwala, Punjab, Pakistan', 0.0, 31.96295739999999, 73.97418739999999]",kartar pur m,naushera virkan,gujranwala
null,khairpur tamewali, bahawalpur,,"['Khairpur Tamewali, Bahawalpur, Punjab, Pakistan', 0.0, 29.5745263, 72.224535]",bheli,khairpur tamewali,bahawalpur
null,null,sialkot,,"['Sialkot, Punjab, Pakistan', 0.0, 32.4944991, 74.5228916]",hundal,sialkot,sialkot
null,khanewal, khanewal,,"['Khanewal, Punjab, Pakistan', 0.0, 30.286416, 71.9320259]",khanewal - 2,khanewal,khanewal
null,khanpur, rahim yar khan,,"['Khanpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.6331825, 70.6573694]",neel garh,khanpur,rahim yar khan
null,kharian, gujrat,,"['Kharian, Gujrat, Punjab, Pakistan', 0.0, 32.8142603, 73.8830701]",panjan kissa,kharian,gujrat
null,vehari, vehari,,"['Vehari, Vehari وہاڑی, Punjab, Pakistan', 0.0, 30.0441544, 72.34406849999999]",41/wb,vehari,vehari
null,phalia, mandi bahauddin,,"['Phalia, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4327277, 73.5770801]",phalia,phalia,mandi bahauddin
null,khushab, khushab,,"['Khushāb, Khushab, Punjab, Pakistan', 0.0, 32.2955365, 72.3488721]",chak no 59/mb,khushab,khushab
null,zafarwal, narowal,,"['Zafarwal, Narowal, Punjab, Pakistan', 0.0, 32.3370042, 74.903339]",bobak marali,narowal,narowal
null,kot addu, muzaffargarh,,"['Kot Addu, Muzaffargarh, Punjab, Pakistan', 0.0, 30.4685082, 70.96062409999999]",unknown_18,kot addu,muzaffargarh
null,pindi gheb, attock,,"['Pindigheb, Attock, Punjab, Pakistan', 0.0, 33.2451991, 72.2659868]",maira sharif,pindi gheb,attock
null,kot momin, sargodha,,"['Kot Momin, Sargodha, Punjab, Pakistan', 0.0, 32.1845196, 73.02576909999999]",kot moman -,bhalwal,sargodha
null,kot radha kishen, kasur,,"['Kot Radha Kishan, Kasur, Punjab, Pakistan', 0.0, 31.1710804, 74.1063776]",bhedian kala,kasur,kasur
null,lahore city, lahore,,"['Lahore, Punjab, Pakistan', 0.0, 31.5203696, 74.35874729999999]",gulberg,lahore,lahore
null,sangla hill, nankana sahib,,"['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]",langowal,safdarabad,sheikhupura
null,lahore, lahore,,"['Lahore, Punjab, Pakistan', 0.0, 31.5203696, 74.35874729999999]",gulberg,lahore,lahore
null,lahore cantt, lahore,,"['Lahore Cantt., Lahore, Punjab, Pakistan', 0.0, 31.4787269, 74.41602929999999]",cantonment,lahore,lahore
null,leiah, leiah,,"['Layyah, Punjab, Pakistan', 0.0, 30.9693492, 70.94279139999999]",kotla haji shah,layyah,layyah
null,renala khurd, okara,,"['Renala Khurd, Okara, Punjab, Pakistan', 0.0, 30.8781845, 73.5954329]",chak 5/1r,renala khurd,okara
null,rojhan, rajanpur,,"['Rojhan, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.6920222, 69.9520561]",umer kot,rojhan,rajanpur
null,sadiqabad, rahim yar khan,,"['Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3110941, 70.1261227]",sadiqabad,sadiqabad,rahim yar khan
null,sharak pur, sheikhupura,,"['Sharaqpur, Sheikhupura, Punjab, Pakistan', 0.0, 31.4632106, 74.103441]",sehjowal,ferozewala,sheikhupura
null,liaquat pur, rahim yar khan,,"['Liāqatpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.9393979, 70.9487357]",chak no 042/abs,liaquat pur,rahim yar khan
null,lodhran, lodhran,,"['Lodhrān, Lodhran, Punjab, Pakistan', 0.0, 29.546687, 71.6276388]",darawran,lodhran,lodhran
null,muzaffargarh, muzaffargarh,,"['Muzaffargarh, Punjab, Pakistan', 0.0, 30.07360869999999, 71.1804988]",latkaran,muzaffargarh,muzaffargarh
null,pindi bhattian, hafizabad,,"['Pindi Bhattian, Jhang, Punjab, Pakistan', 0.0, 31.8966366, 73.28243309999999]",behlol pur,pindi bhattian,hafizabad
null,samanabad town, lahore,,"['Samanabad Town, Lahore, Punjab 54000, Pakistan', 0.0, 31.5377123, 74.2971543]",pakki thatti,lahore,lahore
null,malakwal, mandi bahauddin,,"['Malakwāl, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5507057, 73.208709]",malakwal - 2,malikwal,mandi bahauddin
null,mandi bahauddin, mandi bahauddin,,"['Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5741646, 73.4828374]",sohawa dillo,mandi bahauddin,mandi bahauddin
null,mankera, bhakkar,,"['Mankera, Bhakkar, Punjab, Pakistan', 0.0, 31.3890924, 71.4388417]",mankera,mankera,bhakkar
null,summundri, faisalabad,,"['Samundri, Faisalabad, Punjab, Pakistan', 0.0, 31.0646216, 72.9519622]",chak no. 467,samundri,faisalabad
null,rajanpur (tribal area), rajanpur,,"['Rajanpur District, Rajanpur, Punjab, Pakistan', 0.0, 29.1044299, 70.3301173]",jahanpur,rajanpur,rajanpur
null,mian channu, khanewal,,"['Mian Channu, Khanewal, Punjab, Pakistan', 0.0, 30.4390184, 72.3552112]",jarahi,mian channu,khanewal
null,ravi town, lahore,,"['Lahore, Punjab, Pakistan', 0.0, 31.5203696, 74.35874729999999]",gulberg,lahore,lahore
null,mianwali, mianwali,,"['Mianwali, Punjab, Pakistan', 0.0, 32.5839229, 71.53702969999999]",yaru khel,mianwali,mianwali
null,sargodha, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.0739787, 72.6860696]",40 nb,sargodha,sargodha
null,minchinabad, bahawalnagar,,"['Minchinabad, Bahawalnagar, Punjab, Pakistan', 0.0, 30.1622431, 73.5653021]",peer ghar,minchinabad,bahawalnagar
null,okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]",chak 52/2l,okara,okara
null,shahpur, sargodha,,"['Shahpur, Sargodha, Punjab, Pakistan', 0.0, 32.2877732, 72.4287734]",sandral,khushab,khushab
null,shalimar town, lahore,,"['Shalimar Town Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.0580698, 70.6520561]",paigan,dera ghazi khan,dera ghazi khan
null,muridke, sheikhupura,,"['Muridke, Sheikhupura, Punjab, Pakistan', 0.0, 31.8094838, 74.25341499999999]",bhlanwala ka,ferozewala,sheikhupura
null,pattoki, kasur,,"['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0249373, 73.8479128]",chak 13,chunian,kasur
null,wazirabad, gujranwala,,"['Wazirabad, Gujranwala, Punjab, Pakistan', 0.0, 32.4404179, 74.120255]",ghaga miter,wazirabad,gujranwala
null,safdarabad, sheikhupura,,"['Safdarabad, Sheikhupura, Punjab, Pakistan', 0.0, 31.7255734, 73.5770801]",chak no.12 r,safdarabad,sheikhupura
null,narowal, narowal,,"['Narowal, Punjab, Pakistan', 0.0, 32.1014067, 74.8799518]",bathanwala,narowal,narowal
null,sheikhupura, sheikhupura,,"['Sheikhupura, Punjab, Pakistan', 0.0, 31.7166617, 73.98502429999999]",sheikhupura,sheikhupura,sheikhupura
null,shorkot, jhang,,"['Shorkot, Jhang, Punjab, Pakistan', 0.0, 30.8335198, 72.0882938]",bhangoo,shorkot,jhang
null,sahiwal, sargodha,,"['Sahiwal, Sargodha, Punjab, Pakistan', 0.0, 31.9764596, 72.32815310000001]",kud lathi,sahiwal,sargodha
null,piplan, mianwali,,"['Piplan, Mianwali, Punjab, Pakistan', 0.0, 32.2814011, 71.3646236]",tibba meharban shah,piplan,mianwali
null,noorpur, khushab,,"['Noorpur Thal, Khushab, Punjab, Pakistan', 0.0, 31.878471, 71.89863629999999]",noor pur,noorpur,khushab
null,sialkot, sialkot,,"['Sialkot, Punjab, Pakistan', 0.0, 32.4944991, 74.5228916]",hundal,sialkot,sialkot
null,tandlian wala, faisalabad,,"['Tandlian Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.0328533, 73.12905959999999]",chak no. 429,tandlianwala,faisalabad
null,qaidabad, khushab,,"['Quaidabad, Gunjial, Khushab, Punjab, Pakistan', 0.0, 32.3392784, 71.8778854]",quaidabad,quaidabad,khushab
null,nashter town, lahore,,"['Nishter Town, Lahore, Punjab, Pakistan', 0.0, 31.4763063, 74.35141589999999]",cantonment,lahore,lahore
null,tala gang, chakwal,,"['Talagang, Chakwal, Punjab, Pakistan', 0.0, 32.917193, 72.40806049999999]",talagang cit,talagang,chakwal
null,shujabad, multan,,"['Shujaabād, Multan, Punjab, Pakistan', 0.0, 29.8717091, 71.3230549]",basti mithu,shujabad,multan
null,null,narowal,,"['Narowal, Punjab, Pakistan', 0.0, 32.1014067, 74.8799518]",bathanwala,narowal,narowal
null,pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan
null,toba tek singh, toba tek singh,,"['Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9709356, 72.48264739999999]",301 gb,toba tek singh,toba tek singh
null,pasrur, sialkot,,"['Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2625241, 74.6576091]",pasroor - 2,pasrur,sialkot
null,sarai alamgir, gujrat,,"['Sarai Alamgir, Gujrat, Punjab, Pakistan', 0.0, 32.9084868, 73.7654367]",sarai alamgi,sarai alamgir,gujrat
null,yazman, bahawalpur,,"['Yazman Mandi, Bahawalpur, Punjab, Pakistan', 0.0, 29.12067219999999, 71.74445399999999]",chak no 068/d b,yazman,bahawalpur
null,pind dadan khan, jhelum,,"['Pind Dadan Khan, Jhelum, Punjab, Pakistan', 0.0, 32.5883708, 73.0434794]",dharvala jal,pind dadan khan,jhelum
null,rajanpur, rajanpur,,"['Rajanpur District, Rajanpur, Punjab, Pakistan', 0.0, 29.1044299, 70.3301173]",jahanpur,rajanpur,rajanpur
null,rahim yar khan, rahim yar khan,,"['Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4211565, 70.2988744]",rahim yar khan,rahim yar khan,rahim yar khan
null,rawalpindi, rawalpindi,,"['Rawalpindi, Punjab, Pakistan', 0.0, 33.5651107, 73.0169135]",dhamial,rawalpindi tehsil,rawalpindi
null,sillanwali, sargodha,,"['Sillanwali, Sargodha, Punjab, Pakistan', 0.0, 31.8161565, 72.53822930000001]",111 nb,sillanwali,sargodha
null,shah kot, nankana sahib,,"['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]",shahkot urba,safdarabad,sheikhupura
null,taunsa, dera ghazi khan,,"['Taunsa, Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.70460379999999, 70.6573694]",makwal kalan,taunsa,dera ghazi khan
null,sambrial, sialkot,,"['Sambrial, Sialkot, Punjab, Pakistan', 0.0, 32.4783085, 74.3521114]",sehjo kala,daska,sialkot
null,sohawa, jhelum,,"['Sohawa, Jhelum, Punjab, Pakistan', 0.0, 33.1128659, 73.4121277]",pind matte k,sohawa,jhelum
null,sahiwal, sahiwal,,"['Sahiwal, Sahiwal District, Punjab, Pakistan', 0.0, 30.6681998, 73.111356]",78/5.r,sahiwal,sahiwal
null,taxila, rawalpindi,,"['Taxila, Rawalpindi, Punjab, Pakistan', 0.0, 33.7462826, 72.8397317]",None,taxila tehsil,rawalpindi
null,wahga town, lahore,,"['Wagah, Hardo Rattan, Punjab 143108, India', 0.0, 31.604757, 74.574136]",Not Found,Not Found,Not Found
null,shakargarh, narowal,,"['Shakar Garh, Narowal, Punjab, Pakistan', 0.0, 32.25723900000001, 75.16037519999999]",malha,shakargarh,narowal
nwaban wala, faisalabad city, faisalabad,,"['Nawaban Wala Faisalabad, Punjab, Pakistan', 0.0, 31.3833328, 73.0597125]",faisalabad c,faisalabad city,faisalabad
ochali, khushab, khushab,,"['Uchhali, Khushab, Punjab, Pakistan', 0.0, 32.5383184, 72.0164454]",uchhali,khushab,khushab
officer colony, multan city, multan,,"['Officers Colony, Multan, Punjab, Pakistan', 0.0, 30.2107813, 71.475203]",taraf mubarik doim,multan city,multan
okara cantt, okara, okara,,"['Okara Cantonment, Punjab, Pakistan', 0.0, 30.7392652, 73.3531852]",56/5.l,sahiwal,sahiwal
okhali mohla, khushab, khushab,,"['Okhli Mohla, Khushab, Punjab, Pakistan', 0.0, 32.260957, 71.97866259999999]",okhli mohla,quaidabad,khushab
outchi, mailsi, vehari,,[],Not Found,Not Found,Not Found
paand wikki, lahore cantt, lahore,,"['Lahore Cantt., Lahore, Punjab, Pakistan', 0.0, 31.4787269, 74.41602929999999]",cantonment,lahore,lahore
paand wikki, nashter town, lahore,,"['Nishter Town, Lahore, Punjab, Pakistan', 0.0, 31.4763063, 74.35141589999999]",cantonment,lahore,lahore
padhana chak no. 45, pattoki, kasur,,"['Padhana Chak No 45, Kasur, Punjab, Pakistan', 0.0, 31.1085739, 73.7852922]",chak no. 39,pattoki,kasur
paka kamar mushani, isakhel, mianwali,,"['Kamar Mashani, Mianwali, Punjab, Pakistan', 0.0, 32.846935, 71.35274729999999]",tarag,isakhel,mianwali
pakasadhar, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan
pakhra sultan, jhang, jhang,,"['Jhang, Punjab, Pakistan', 0.0, 31.4202037, 72.5637156]",mukhiana,jhang,jhang
paki thathi, lahore city, lahore,,"[', Punjab, Pakistan', 0.0, 31.53295, 74.28976999999999]",kashmir block,lahore,lahore
pakistan colony, khanpur, rahim yar khan,,"['Pakistan Colony Rd, Khanpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.6386886, 70.6651837]",neel garh,khanpur,rahim yar khan
pakkay wala, jhang, jhang,,"['Pakkay Wala, Jhang, Punjab, Pakistan', 0.0, 31.3719647, 72.317793]",pukkewala,jhang,jhang
pakpattan city 2, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan
pakpattan city 3, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan
pakpattan city 4, pakpattan, pakpattan,,"['Canal Colony Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3605879, 73.38219529999999]",37/sp,pakpattan,pakpattan
pakpattan city 5, pakpattan, pakpattan,,"['Pākpattan, Pakpattan, Punjab, Pakistan', 0.0, 30.3572898, 73.38265849999999]",37/sp,pakpattan,pakpattan
pandat manphool pur, depalpur, okara,,"['Depalpur, Okara, Punjab, Pakistan', 0.0, 30.6769981, 73.6477342]",qila javed s,depalpur,okara
panjad colony, multan city, multan,,"['Bhutta Colony Multan, Punjab, Pakistan', 0.0, 30.1753108, 71.4514573]",rangeel pur,multan city,multan
panjai, shujabad, multan,,"['Shujaabād, Multan, Punjab, Pakistan', 0.0, 29.8717091, 71.3230549]",basti mithu,shujabad,multan
panjar, kahuta, rawalpindi,,"['Panjar, Rawalpindi, Punjab, Pakistan', 0.0, 33.6438919, 73.51671069999999]",None,kahuta tehsil,rawalpindi
panjgran kalan, gujar khan, rawalpindi,,"['Thatha Kalan, Rawalpindi, Punjab, Pakistan', 0.0, 33.1312149, 73.0597125]",None,gujar khan tehsil,rawalpindi
parag, sialkot, sialkot,,"['Main Bazar,Chowk Manna Singh,Chati Wind Gate, Chowk Parag Das, Katra Ahluwalia, Amritsar, Punjab 143001, India', 0.0, 31.6172069, 74.88038]",Not Found,Not Found,Not Found
parel, pasrur, sialkot,,"['Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2625241, 74.6576091]",pasroor - 2,pasrur,sialkot
parial, rawalpindi, rawalpindi,,"['Parial, Rawalpindi, Punjab, Pakistan', 0.0, 33.2517789, 72.811666]",None,rawalpindi tehsil,rawalpindi
pasrur 1, pasrur, sialkot,,"['1 Pasrur Bypass, Sialkot, Punjab, Pakistan', 0.0, 32.4611153, 74.5353433]",hundal,sialkot,sialkot
pasrur 2, pasrur, sialkot,,"['Street #2, Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2603879, 74.66173119999999]",pasroor - 2,pasrur,sialkot
pasrur 2, pasrur, narowal,,"['Street #2, Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2603879, 74.66173119999999]",pasroor - 2,pasrur,sialkot
patti daya chock, kot addu, muzaffargarh,,"['Kot Addu, Muzaffargarh, Punjab, Pakistan', 0.0, 30.4685082, 70.96062409999999]",unknown_18,kot addu,muzaffargarh
pattoki 1, pattoki, kasur,,"['Pattoki Railway Station, Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0191779, 73.8538736]",chak 13,chunian,kasur
pattoki 2, pattoki, kasur,,"['Billa Chowk, Raheem Rehman Colony، 2 Pattoki - Raiwind Rd, Kot Radha Kishan, Kasur, Punjab 55180, Pakistan', 0.0, 31.16838, 74.1088094]",bhedian kala,kasur,kasur
pattoki 3, pattoki, kasur,,"['Pattoki Railway Station, Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0191779, 73.8538736]",chak 13,chunian,kasur
paur miana, hasan abdal, attock,,"['Hassan Abdal, Attock, Punjab, Pakistan', 0.0, 33.8210214, 72.6800204]",jailo,hassanabdal,attock
pensara, faisalabad sadar, faisalabad,,"['Faisalabad Saddar, Faisalabad, Punjab, Pakistan', 0.0, 31.4249914, 73.111356]",faisalabad c,faisalabad city,faisalabad
peopels colony, vehari, vehari,,"['Peoples Colony, Vehari, Vehari وہاڑی, Punjab, Pakistan', 0.0, 30.0364188, 72.3355529]",41/wb,vehari,vehari
peoples colony no 1 block c, faisalabad city, faisalabad,,"[""Block C People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4075586, 73.115782]",faisalabad c,faisalabad city,faisalabad
peoples colony no 1 block d, faisalabad city, faisalabad,,"[""Block D People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.40398759999999, 73.1098806]",faisalabad c,faisalabad city,faisalabad
peoples colony no 2 block c, faisalabad city, faisalabad,,"[""Block C People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4083508, 73.1152288]",faisalabad c,faisalabad city,faisalabad
peplan urban, piplan, mianwali,,"['Piplan, Mianwali, Punjab, Pakistan', 0.0, 32.2814011, 71.3646236]",tibba meharban shah,piplan,mianwali
pertab naghar, faisalabad city, faisalabad,,"['Partab Nagar, Faisalabad, Punjab, Pakistan', 0.0, 31.4106807, 73.0645085]",faisalabad c,faisalabad city,faisalabad
phagwari, murree, rawalpindi,,"['Phagwari, Rawalpindi, Punjab, Pakistan', 0.0, 33.9820147, 73.4975656]",None,murree tehsil,rawalpindi
phagwari, shakargarh, narowal,,"['Phagwari, Narowal, Punjab, Pakistan', 0.0, 32.2326597, 75.20998209999999]",malha,shakargarh,narowal
phalyani, pattoki, kasur,,"['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.0249373, 73.8479128]",chak 13,chunian,kasur
philloke kalan, nowshera virkan, gujranwala,,"['Nowshera Virkan, Gujranwala, Punjab, Pakistan', 0.0, 31.96295739999999, 73.97418739999999]",kartar pur m,naushera virkan,gujranwala
phobra forat abbas, fortabbas, bahawalnagar,,"['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.0990401, 72.61511689999999]",fortabbas -,fortabbas,bahawalnagar
phoklian, sialkot, sialkot,,"['Phukleān, Sialkot, Punjab, Pakistan', 0.0, 32.7371047, 74.6077359]",pelora kalan,sialkot,sialkot
phullan toli kalan, depalpur, okara,,"['Phullan Toli Kalan, Okara, Punjab, Pakistan', 0.0, 30.6219119, 73.88454]",jath pur,depalpur,okara
phulray syedan, sohawa, jhelum,,"['Tehsil sohawa,Distt Jhelum، Sohawa, Jhelum, Punjab 49600, Pakistan', 0.0, 33.117128, 73.4149468]",pind matte k,sohawa,jhelum
pichoke, pasrur, sialkot,,"['Pasrūr, Sialkot, Punjab, Pakistan', 0.0, 32.2625241, 74.6576091]",pasroor - 2,pasrur,sialkot
pinakh, gujranwala, gujranwala,,"['Papnakha, Gujranwala, Punjab, Pakistan', 0.0, 32.1695649, 74.06379299999999]",ladhe wala -,gujranwala saddar,gujranwala
pind mattay khan, sohawa, jhelum,,"['Grand Trunk Rd, Jhelum, Punjab, Pakistan', 0.0, 33.1634255, 73.3874374]",pail bana kh,sohawa,jhelum
pindi khokharan, sialkot, sialkot,,"['Pindi, Sialkot, Punjab, Pakistan', 0.0, 32.6627012, 74.5060445]",ballan wala,sialkot,sialkot
pindi sheikh musa, tandlian wala, faisalabad,,"['Pindi Shaikh Musa, Faisalabad, Punjab, Pakistan', 0.0, 30.9397501, 73.1615127]",thatha baig,tandlianwala,faisalabad
pindi syed pur, pind dadan khan, jhelum,,"['Syed Pur, Faisalabad, Punjab, Pakistan', 0.0, 31.5189566, 72.951224]",chak no. 44/,faisalabad saddar,faisalabad
pindora, rawalpindi, rawalpindi,,"['Pindora, Rawalpindi, Punjab, Pakistan', 0.0, 33.6497937, 73.0685665]",None,rawalpindi tehsil,rawalpindi
pindori kalan, wazirabad, gujranwala,,"['Nat Kalan, Gujranwala, Punjab, Pakistan', 0.0, 32.3078657, 74.172438]",rahwa east,gujranwala saddar,gujranwala
pipals colony, multan city, multan,,"['Bahauddin Zakariya University, Multan, Punjab, Pakistan', 0.0, 30.2648332, 71.5068769]",dorana langana,multan city,multan
pipals colony no 1 block b, faisalabad city, faisalabad,,"[""Block B People's Colony No 1, Faisalabad, Punjab, Pakistan"", 0.0, 31.4087387, 73.103979]",faisalabad c,faisalabad city,faisalabad
pipals colony no 2  block  ab, faisalabad city, faisalabad,,"['Faisalabad, Punjab, Pakistan', 0.0, 31.45036619999999, 73.13496049999999]",chak no. 202,faisalabad saddar,faisalabad
pir bakhsh sharqi, rajanpur, rajanpur,,"['Rajanpur, Punjab, Pakistan', 0.0, 29.375, 70.50277779999999]",sikhani wala,rajanpur,rajanpur
pir ghar chishti, minchinabad, bahawalnagar,,"['Pir Ghar, Bahawalnagar, Punjab, Pakistan', 0.0, 30.1961574, 73.63301659999999]",giryabad,minchinabad,bahawalnagar
pir sadar deen, arif wala, pakpattan,,"['Pir Sadruddin Rd, Chak Pir Saddar-ud-Din, Chak 11-EB, Arifwala, 57450, Pakistan', 0.0, 30.2835039, 73.1741986]",13/eb,arifwala,pakpattan
